시도명,시군구명,인허가일자,인허가취소일자,영업상태,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지우편번호,도로명전체주소,사업장명,위도,경도,지정일자,민원종류명,
서울특별시,마포구,20170412 ,,영업/정상,정상영업,,,,,27012003,04153,서울특별시 마포구 독막로 266. 제중앙상가동 1층 101.109.110.112호 (대흥동. 대흥동태영아파트),중앙마트,37.54477,126.942607,20170412 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170410 ,,영업/정상,정상영업,,,,,27171316,04196,서울특별시 마포구 백범로 지하 200. 지하1층 (공덕동. 공덕역),GS25 S6 공덕역점,37.5495268,126.941451,20170410 ,제7조의3제3항에따른경우,
서울특별시,마포구,20170407 ,,영업/정상,정상영업,,,,,,04166,서울특별시 마포구 토정로 319. 1층 (용강동),씨유 마포에이스점,37.5396636,126.944193,20170407 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170330 ,,영업/정상,정상영업,,,,,,04061,서울특별시 마포구 와우산로32길 25. 1층 (동교동),씨유 창전숲길점,37.5547437,126.931411,20170330 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170322 ,,영업/정상,정상영업,,,,,,04168,서울특별시 마포구 마포대로 52. 고려아카데미텔Ⅱ 지하1층 9. 10호 (도화동),베이프스토리 마포공덕전자담배 VAPE STORY,37.5513696,126.956111,20170322 ,제7조의3제3항에따른경우,
서울특별시,마포구,20170315 ,,영업/정상,정상영업,,,,,,03993,서울특별시 마포구 동교로25길 28. 102호 (동교동),세븐일레븐 마포동교로점,37.5582787,126.921142,20170315 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170315 ,,영업/정상,정상영업,,,,,,04107,서울특별시 마포구 백범로 35. 서강대학교 106호 (신수동),GS25 뉴서강대학사점,37.5513353,126.940737,20170315 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170314 ,,영업/정상,정상영업,,,,,,03951,서울특별시 마포구 성암로 28. 110호 (성산동. 가좌역행복주택),GS25 가좌행복점,37.5740931,126.903585,20170314 ,제7조의3제3항에따른경우,
서울특별시,마포구,20170310 ,,영업/정상,정상영업,,,,,23135530,04202,서울특별시 마포구 마포대로 214 (아현동. 샵),진(JIN)편의점,37.5528243,126.957187,20170310 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170308 ,,영업/정상,정상영업,,,,,,04047,서울특별시 마포구 어울마당로5길 425. 1층 (서교동),씨유 합정몬스터점,37.5499887,126.918232,20170308 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170306 ,,영업/정상,정상영업,,,,,,04024,서울특별시 마포구 월드컵로3길 14. 208호.209호 (합정동. 마포한강2차푸르지오판매시설),GS25 마포한강점,37.5499618,126.910365,20170306 ,제7조의3제3항에따른경우,
서울특별시,마포구,20170228 ,,영업/정상,정상영업,,,,,232725875,04096,서울특별시 마포구 독막로29길 48 (신수동. 광성빌딩),혜미농산,37.5487047,126.938482,20170228 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170227 ,,영업/정상,정상영업,,,,,27197879,04087,서울특별시 마포구 독막로 1841. 1층 (신수동),디앤에스(D&S),37.5471992,126.934093,20170227 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170217 ,,영업/정상,정상영업,,,,,,04027,서울특별시 마포구 양화로 지하 45. 6호선 지하1층 (합정동. 합정역),GS25 S6합정역점,37.552785,126.918613,20170217 ,제7조의3제3항에따른경우,
서울특별시,마포구,20170215 ,,영업/정상,정상영업,,,,,,04005,서울특별시 마포구 망원로 8. 1층 (망원동),씨유 한강시민공원점,37.5556798,126.897785,20170215 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170209 ,,영업/정상,정상영업,,,,,,04002,서울특별시 마포구 월드컵북로5길 29. 1층 (서교동),미니스톱 서교2점,37.5566608,126.917239,20170209 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170208 ,,영업/정상,정상영업,,,,,,04213,서울특별시 마포구 마포대로 112. 1층 (공덕동),마포 크레이지 베이프,37.5445992,126.951846,20170208 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170124 ,,영업/정상,정상영업,,,,,,04148,서울특별시 마포구 백범로 178. 1층 103호 (공덕동. 마포신영지웰),씨유 공덕역점,37.5438409,126.950065,20170124 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170124 ,,영업/정상,정상영업,,,,,,03980,서울특별시 마포구 성미산로29안길 25. 1층 (연남동),GS25 마포연남점,37.5654693,126.923446,20170124 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170118 ,,영업/정상,정상영업,,,,,,03909,서울특별시 마포구 매봉산로 37. 15층 (상암동. DMC 산학협력연구센터),산학매점,37.5760093,126.890532,20170118 ,제7조의3제3항에따른경우,
서울특별시,마포구,20170118 ,,영업/정상,정상영업,,,,,,04110,서울특별시 마포구 백범로 64. 1층 (신수동),씨유 서강대원룸점,37.549001,126.938861,20170118 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170118 ,,영업/정상,정상영업,,,,,23347987,04013,서울특별시 마포구 월드컵로 69. 우측상가 1층 (망원동),상진오피스,37.5552027,126.910454,20170118 ,제7조의3제2항에따른경우,
서울특별시,마포구,20170102 ,,영업/정상,정상영업,,,,,,03985,서울특별시 마포구 연희로 7. 1층 104호 (동교동. 동교동빌딩),기프트포유,37.5594034,126.926298,20170102 ,제7조의3제2항에따른경우,
서울특별시,마포구,20161219 ,,영업/정상,정상영업,,,,,,03938,서울특별시 마포구 월드컵로 196. 1층 101호 (성산동. 대명비첸시티오피스텔),GS25 마포구청역점,37.5647641,126.902739,20161219 ,제7조의3제2항에따른경우,
서울특별시,마포구,20161212 ,,영업/정상,정상영업,,,,,27183394,04149,서울특별시 마포구 백범로 108. 1층 1호 (대흥동),나눔 중앙마트,37.5470635,126.943153,20161212 ,제7조의3제2항에따른경우,
서울특별시,마포구,20161201 ,,영업/정상,정상영업,,,,,,04138,서울특별시 마포구 백범로25길 25. 1층 (염리동),(주) 코리아세븐 서울여고점,37.5470421,126.946908,20161201 ,제7조의3제2항에따른경우,
서울특별시,마포구,20161128 ,,영업/정상,정상영업,,,,,,04012,서울특별시 마포구 월드컵로 지하 77. 지하1층 (망원동. 망원역),GS25 S6 망원역점,37.5593963,126.905813,20161128 ,제7조의3제3항에따른경우,
서울특별시,마포구,20161124 ,,영업/정상,정상영업,,,,,,04110,서울특별시 마포구 대흥로 지하 85 (대흥동. 대흥역),GS25 S6 대흥역점,37.5505968,126.942906,20161124 ,제7조의3제3항에따른경우,
서울특별시,마포구,20161124 ,,영업/정상,정상영업,,,,,,04099,서울특별시 마포구 독막로 지하 165 (창전동. 광흥창역),GS25 S6 광흥창역점,37.5467114,126.932857,20161124 ,제7조의3제3항에따른경우,
서울특별시,마포구,20161124 ,,영업/정상,정상영업,,,,,,03932,서울특별시 마포구 월드컵로 지하 240 (성산동. 월드컵경기장역),GS25 S6 월드컵경기장역점,37.5593963,126.905813,20161124 ,제7조의3제3항에따른경우,
서울특별시,마포구,20161122 ,,영업/정상,정상영업,,,,,,04213,서울특별시 마포구 마포대로 1081. 1층 (공덕동),이마트24 공덕역점,37.5443723,126.951972,20161122 ,제7조의3제2항에따른경우,
서울특별시,마포구,20161118 ,,영업/정상,정상영업,,,,,23248959,04024,서울특별시 마포구 월드컵로1길 14. B2162호 (합정동. 마포한강푸르지오),합정상가,37.5495927,126.912197,20161118 ,제7조의3제3항에따른경우,
서울특별시,마포구,20161101 ,,영업/정상,정상영업,,,,,,04056,서울특별시 마포구 신촌로6길 24 (동교동),(주)코리아세븐 홍대6번출구점,37.5562756,126.929737,20161101 ,제7조의3제2항에따른경우,
서울특별시,마포구,20161026 ,,영업/정상,정상영업,,,,,23224748,03985,서울특별시 마포구 양화로23길 42. 101호 (동교동),씨유 홍대경의선숲길해달점,37.5601009,126.924627,20161026 ,제7조의3제2항에따른경우,
서울특별시,마포구,20161021 ,,영업/정상,정상영업,,,,,23743836,03934,서울특별시 마포구 성암로9안길 28. 1층 101호 (중동. 주영아트빌라),GS25 중동헤븐점,37.5730916,126.902176,20161021 ,제7조의3제2항에따른경우,
서울특별시,마포구,20161012 ,,영업/정상,정상영업,,,,,,03991,서울특별시 마포구 연남로3길 39. 1층 (연남동),씨유 연남꿈나무점,37.5604451,126.920682,20161012 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160929 ,,영업/정상,정상영업,,,,,,04108,서울특별시 마포구 고산길 32 (노고산동),씨유 노고산창천점,37.5537508,126.938807,20160929 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160929 ,,영업/정상,정상영업,,,,,,04209,서울특별시 마포구 만리재옛길 46. 1층 (신공덕동),주식회사 영릉마켓,37.5477877,126.956908,20160929 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160922 ,,영업/정상,정상영업,,,,,,04156,서울특별시 마포구 독막로 311. 지하1층 B101호 (염리동. 재화스퀘어),씨유 재화스퀘어점,37.5438755,126.94768,20160922 ,제7조의3제3항에따른경우,
서울특별시,마포구,20160902 ,,영업/정상,정상영업,,,,,,04001,서울특별시 마포구 동교로 157. 101호 (서교동. 일송빌딩),씨유 서교로점,37.5557927,126.919158,20160902 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160829 ,,영업/정상,정상영업,,,,,,03930,서울특별시 마포구 매봉산로2길 78. 1층 (상암동),GS25 상암조약돌점,37.5758815,126.896212,20160829 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160823 ,,영업/정상,정상영업,,,,,,04165,서울특별시 마포구 토정로 320. 1층 (용강동. 백남빌딩),GS25 마포역점,37.5393196,126.943917,20160823 ,제7조의3제3항에따른경우,
서울특별시,마포구,20160823 ,,영업/정상,정상영업,,,,,,04032,서울특별시 마포구 양화로 133. 102호 (서교동. 서교타워),씨유 서교타워점,37.555201,126.920963,20160823 ,제7조의3제3항에따른경우,
서울특별시,마포구,20160823 ,,영업/정상,정상영업,,,,,,04012,서울특별시 마포구 월드컵로 97 (망원동),명신사,37.5572269,126.908651,20160823 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160819 ,,영업/정상,정상영업,,,,,,04208,서울특별시 마포구 만리재로 111. 2층 201호. 202호 (공덕동. 미네뜨오피스텔),씨유 공덕미네뜨점,37.5500309,126.960334,20160819 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160819 ,,영업/정상,정상영업,,,,,,04069,서울특별시 마포구 독막로 14710. 2층 (창전동),(주)코리아세븐 서강쌍용예가점,37.5479372,126.930312,20160819 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160818 ,,영업/정상,정상영업,,,,,231432105,04072,서울특별시 마포구 독막로2길 13. 1층 (합정동),GS25 합정성산점,37.5479648,126.914776,20160818 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160809 ,,영업/정상,정상영업,,,,,,03909,서울특별시 마포구 매봉산로 31. 시너지움 1층 (상암동. 서울시SPLEXCENTER),씨유 상암S플렉스점,37.5750029,126.890779,20160809 ,제7조의3제3항에따른경우,
서울특별시,마포구,20160808 ,,영업/정상,정상영업,,,,,,03949,서울특별시 마포구 모래내로7길 38. 1층 104호.105. 106호 (성산동),GS25 성산중동점,37.5674005,126.91091,20160808 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160801 ,,영업/정상,정상영업,,,,,,04143,서울특별시 마포구 마포대로 143. 1층 111~112호 (공덕동. 마포공덕파크팰리스 Ⅱ),씨유 파크팰리스점,37.5472768,126.953039,20160801 ,제7조의3제3항에따른경우,
서울특별시,마포구,20160721 ,,영업/정상,정상영업,,,,,,04158,서울특별시 마포구 큰우물로 75. C동 106호 (도화동. 성지빌딩),GS25 마포성지점,37.5412518,126.946279,20160721 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160715 ,,영업/정상,정상영업,,,,,27172413,04140,서울특별시 마포구 마포대로11길 91. 1층 (염리동),대현슈퍼,37.5487174,126.949272,20160715 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160630 ,,영업/정상,정상영업,,,,,,04052,서울특별시 마포구 와우산로35길 55 (서교동),(주)코리아세븐 홍대7번출구점,37.5563885,126.927683,20160630 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160621 ,,영업/정상,정상영업,,,,,226680711,03992,서울특별시 마포구 월드컵북로4길 12 (동교동),(주)코리아세븐 동교다온점,37.5582814,126.921979,20160621 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160620 ,,영업/정상,정상영업,,,,,,04136,서울특별시 마포구 백범로 101. 1층 (대흥동),삼성공인중개사사무소,37.5477117,126.942692,20160620 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160614 ,,영업/정상,정상영업,,,,,,03978,서울특별시 마포구 월드컵북로16길 34 (성산동. 우측면),GS25  성산연희점,37.56286,126.916167,20160614 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160614 ,,영업/정상,정상영업,,,,,27110230,04132,서울특별시 마포구 마포대로11길 46. 1층 (공덕동),씨유공덕래미안4차점,37.5493607,126.951693,20160614 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160607 ,,영업/정상,정상영업,,,,,23377938,04074,서울특별시 마포구 토정로 97 (상수동),성천건업,37.5452482,126.921857,20160607 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160527 ,,영업/정상,정상영업,,,,,,04122,서울특별시 마포구 대흥로24길 41. 1층 (염리동),S.C 상회,37.5547057,126.94816,20160527 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160523 ,,영업/정상,정상영업,,,,,,04010,서울특별시 마포구 포은로 98. 1층 (망원동),GS25 망원포은로점,37.5557059,126.905044,20160523 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160523 ,,영업/정상,정상영업,,,,,,04092,서울특별시 마포구 신수로 5 (현석동. 리버뷰),GS25 현석리버뷰,37.5461019,126.934255,20160523 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160516 ,,영업/정상,정상영업,,,,,,04042,서울특별시 마포구 어울마당로 67 (서교동),(주)반가워요브라보 씨유럭셔리수노래연습장점,37.5511674,126.921001,20160516 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160509 ,,영업/정상,정상영업,,,,,,03963,서울특별시 마포구 망원로11길 68. 강촌빌딩 (망원동),쟈스민,37.5604388,126.905313,20160509 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160504 ,,영업/정상,정상영업,,,,,,03924,서울특별시 마포구 월드컵북로54길 17. 1층 114호 (상암동. 사보이시티DMC),GS25 상암사보이점,37.5591345,126.917678,20160504 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160502 ,,영업/정상,정상영업,,,,,27164498,04209,서울특별시 마포구 만리재옛길 16 (신공덕동),비쥬,37.5454206,126.955066,20160502 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160331 ,,영업/정상,정상영업,,,,,215770711,04056,서울특별시 마포구 신촌로2안길 2. 1층 (동교동),주식회사 코리아세븐 홍대5번출구점,37.55755,126.927296,20160331 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160318 ,,영업/정상,정상영업,,,,,,04043,서울특별시 마포구 양화로10길 15. 1층 (서교동. I.O 빌딩),대박슈퍼,37.5509873,126.917368,20160318 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160226 ,,영업/정상,정상영업,,,,,,03925,서울특별시 마포구 월드컵북로 396. 제지1층 제비1033호 (상암동. 누리꿈스퀘어),GS25 상암누리꿈점,37.5791192,126.890294,20160226 ,제7조의3제3항에따른경우,
서울특별시,마포구,20160223 ,,영업/정상,정상영업,,,,,23039689,03938,서울특별시 마포구 월드컵로36길 18. 1층 101호 (성산동. 삼라마이다스),씨유 마포마이다스점,37.566127,126.903372,20160223 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160202 ,,영업/정상,정상영업,,,,,,03957,서울특별시 마포구 방울내로 32. 1층 (망원동),미미슈퍼,37.5582618,126.899295,20160202 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160113 ,,영업/정상,정상영업,,,,,,03923,서울특별시 마포구 성암로 301. 1층 (상암동. 한국지역정보개발원(KLIDTower)),(주)코리아세븐 상암KLID타워점,37.5740931,126.903585,20160113 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160108 ,,영업/정상,정상영업,,,,,232848442,04156,서울특별시 마포구 마포대로 83. 1층 (도화동. 신라스테이호텔),(주)코리아세븐 마포신라스테이점,37.542788,126.949608,20160108 ,제7조의3제2항에따른경우,
서울특별시,마포구,20160108 ,,영업/정상,정상영업,,,,,215770711,04161,서울특별시 마포구 토정로31길 23. 122동 제지1층 103호 (용강동. 마포 리버웰),(주)코리아세븐 마포리버웰점,37.542319,126.943065,20160108 ,제7조의3제2항에따른경우,
서울특별시,마포구,20151221 ,,영업/정상,정상영업,,,,,23224591,04002,서울특별시 마포구 월드컵북로5길 68. 1층 107호 (서교동. 광남벨라스2차아파트),이마트24 서교중앙점,37.5560278,126.915129,20151221 ,제7조의3제2항에따른경우,
서울특별시,마포구,20151217 ,,영업/정상,정상영업,,,,,,03930,서울특별시 마포구 성암로13길 43. 1층 (상암동),GS25 상암제일점,37.5762675,126.897505,20151217 ,제7조의3제2항에따른경우,
서울특별시,마포구,20151209 ,,영업/정상,정상영업,,,,,27199967,04167,서울특별시 마포구 마포대로 45. 지하1층 (도화동. 일진빌딩),주식회사 신세계푸드 일진빌딩,37.5404326,126.94636,20151209 ,제7조의3제3항에따른경우,
서울특별시,마포구,20151123 ,,영업/정상,정상영업,,,,,,04116,서울특별시 마포구 굴레방로9길 3 (아현동),날개패션,37.5566964,126.955499,20151123 ,제7조의3제2항에따른경우,
서울특별시,마포구,20151116 ,,영업/정상,정상영업,,,,,,04159,서울특별시 마포구 토정로 2791. 1층 (용강동),씨유 마포용강점,37.5419637,126.940843,20151116 ,제7조의3제2항에따른경우,
서울특별시,마포구,20151111 ,,영업/정상,정상영업,,,,,,04194,서울특별시 마포구 백범로 205. 101동 104호 (신공덕동. 마포펜트라우스),베이프스토리,37.5433361,126.954004,20151111 ,제7조의3제2항에따른경우,
서울특별시,마포구,20151105 ,,영업/정상,정상영업,,,,,,03926,서울특별시 마포구 매봉산로 75. 1층 107호 (상암동),GS25 DDMC점,37.5750029,126.890779,20151105 ,제7조의3제2항에따른경우,
서울특별시,마포구,20151029 ,,영업/정상,정상영업,,,,,0221971256(1234),04196,서울특별시 마포구 백범로 212 (신공덕동. 대우 월드마크마포),주식회사 이마트 마포점,37.5424268,126.953369,20151029 ,제7조의3제2항에따른경우,
서울특별시,마포구,20151029 ,,영업/정상,정상영업,,,,,,04008,서울특별시 마포구 망원로 44. 1층 (망원동),씨유 망원스위트점,37.5565439,126.901847,20151029 ,제7조의3제2항에따른경우,
서울특별시,마포구,20151019 ,,영업/정상,정상영업,,,,,,04148,서울특별시 마포구 백범로 152. 16호 (공덕동. 공덕파크자이),GS25 공덕파크자이점,37.5451763,126.947547,20151019 ,제7조의3제2항에따른경우,
서울특별시,마포구,20151013 ,,영업/정상,정상영업,,,,,,04078,서울특별시 마포구 독막로22길 26. 1층 (창전동),GS25 창전호호점,37.5468599,126.928257,20151013 ,제7조의3제2항에따른경우,
서울특별시,마포구,20151006 ,,영업/정상,정상영업,,,,,,04210,서울특별시 마포구 만리재옛길 21. 1층 (공덕동),이정모바일,37.545991,126.955268,20151006 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150910 ,,영업/정상,정상영업,,,,,23386003,04013,서울특별시 마포구 월드컵로13길 23. 1층 (망원동),알파오메가마트,37.5554159,126.908862,20150910 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150901 ,,영업/정상,정상영업,,,,,,04050,서울특별시 마포구 양화로 140. 1층 (동교동. 외 2필지),씨유 마포홍대점,37.5549797,126.922095,20150901 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150827 ,,영업/정상,정상영업,,,,,,04008,서울특별시 마포구 희우정로20길 54. 1층 (망원동),미니스톱 망원현대점,37.5558772,126.903309,20150827 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150728 ,,영업/정상,정상영업,,,,,,03993,서울특별시 마포구 동교로 201. 지1층 (동교동),스타브론즈 홍대,37.5581789,126.922943,20150728 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150715 ,,영업/정상,정상영업,,,,,,04211,서울특별시 마포구 마포대로 156. 공덕푸르지오시티 109호 (공덕동),씨유 공덕푸르지오시티점,37.5478124,126.954298,20150715 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150706 ,,영업/정상,정상영업,,,,,,04039,서울특별시 마포구 홍익로 25. 지하1층 B104호.B105호 (서교동),GS25 홍대아트점,37.5543874,126.921952,20150706 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150626 ,,영업/정상,정상영업,,,,,23354001,04014,서울특별시 마포구 망원로8길 60. 1층 (망원동),경동설비건축,37.5548905,126.906121,20150626 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150615 ,,영업/정상,정상영업,,,,,215770711,04050,서울특별시 마포구 홍익로6길 52 (동교동),(주)코리아세븐 마포홍익점,37.5562719,126.924372,20150615 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150612 ,,영업/정상,정상영업,,,,,23237003,04019,서울특별시 마포구 동교로8길 1. 1층 (합정동),초록공인중개사사무소,37.5518618,126.905022,20150612 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150610 ,,영업/정상,정상영업,,,,,,04181,서울특별시 마포구 새창로6길 43. 지층 (도화동),GS25 도화베네스트점,37.5403146,126.951827,20150610 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150602 ,,영업/정상,정상영업,,,,,,04113,서울특별시 마포구 신촌로 192. 1층 (염리동),칙베이프,37.5565883,126.947085,20150602 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150601 ,,영업/정상,정상영업,,,,,,04059,서울특별시 마포구 와우산로 140. 1층 101.102호 (창전동),세븐일레븐 홍대교연점,37.5537879,126.929149,20150601 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150520 ,,영업/정상,정상영업,,,,,215770711,04202,서울특별시 마포구 마포대로24길 5. 102동 101호 (아현동. 공덕자이단지내상가),(주)코리아세븐 공덕자이점,37.553188,126.96045,20150520 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150520 ,,영업/정상,정상영업,,,,,,04074,서울특별시 마포구 와우산로3길 50. 지층 (당인동),스케이트 팝,37.5455663,126.920185,20150520 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150511 ,,영업/정상,정상영업,,,,,,04179,서울특별시 마포구 삼개로 35. 1층 102호 (도화동. 우성아파트상가),씨유 마포우성점,37.5367676,126.948527,20150511 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150507 ,,영업/정상,정상영업,,,,,221311243,04057,서울특별시 마포구 신촌로 66. 1층 (노고산동),주식회사 농협하나로유통 하나로마트 신촌점,37.5560188,126.933123,20150507 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150421 ,,영업/정상,정상영업,,,,,,03961,서울특별시 마포구 월드컵로31길 44. 오월의집 1층 (망원동),이마트24 마포망원점,37.5609728,126.902373,20150421 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150407 ,,영업/정상,정상영업,,,,,27154037,0,서울특별시 마포구 만리재옛길 761. 1층 (공덕동),대원상회,37.549769,126.959246,20150407 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150325 ,,영업/정상,정상영업,,,,,,0,서울특별시 마포구 마포대로 638. 지하1층 5호 (도화동. 삼창프라자빌딩),시가모아전자담배,37.5422104,126.947784,20150325 ,제7조의3제3항에따른경우,
서울특별시,마포구,20150316 ,,영업/정상,정상영업,,,,,,04115,서울특별시 마포구 신촌로30길 3. 1층 (아현동),씨유 마포아이파크SK뷰점,37.556772,126.952131,20150316 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150312 ,,영업/정상,정상영업,,,,,,04100,서울특별시 마포구 서강로 142. 1층 (노고산동),하카전자담배 신촌점,37.5543466,126.936328,20150312 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150310 ,,영업/정상,정상영업,,,,,,03984,서울특별시 마포구 동교로 239 (연남동),코리아세븐 마포연남중앙점,37.5612256,126.924054,20150310 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150310 ,,영업/정상,정상영업,,,,,,04204,서울특별시 마포구 마포대로20길 26. 1동 지하1층 1호 (공덕동. 삼성래미안아파트상가),GS25 공덕래미안점,37.5510698,126.959525,20150310 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150304 ,,영업/정상,정상영업,,,,,,03982,서울특별시 마포구 연희로1길 45. 1층 (연남동),GS25 연남호호점,37.5610173,126.925919,20150304 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150304 ,,영업/정상,정상영업,,,,,27017822,04090,서울특별시 마포구 대흥로 57. 1층 (대흥동),마포란원,37.5456975,126.939735,20150304 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150303 ,,영업/정상,정상영업,,,,,222741741,04107,서울특별시 마포구 백범로 35. 2층 (신수동. 서강대학교 마태오관),(주)영우 서강대학교 편의점,37.5513353,126.940737,20150303 ,제7조의3제3항에따른경우,
서울특별시,마포구,20150223 ,,영업/정상,정상영업,,,,,,04001,서울특별시 마포구 동교로17안길 51 (서교동),GS25 서교본점,37.5565158,126.918726,20150223 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150223 ,,영업/정상,정상영업,,,,,,04206,서울특별시 마포구 마포대로 208. 1층 105호 (아현동. 마포효성인텔리안),씨유 마포인텔리안점,37.5524425,126.956812,20150223 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150223 ,,영업/정상,정상영업,,,,,,04106,서울특별시 마포구 대흥로 171. 1층 (대흥동),씨유 마포월드점,37.5541673,126.94547,20150223 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150216 ,,영업/정상,정상영업,,,,,,04055,서울특별시 마포구 와우산로23길 48. 1층 (서교동),피우리 전자담배 홍대점,37.5548699,126.923689,20150216 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150216 ,,영업/정상,정상영업,,,,,,03902,서울특별시 마포구 월드컵북로 481. 1층 2101호 (상암동. 상암오벨리스크2차),씨유상암오벨리스크2차점,37.5697271,126.902993,20150216 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150212 ,,영업/정상,정상영업,,,,,23048276,03918,서울특별시 마포구 월드컵북로 496 (상암동. 자동차관련시설),(주)지에스리테일 GS수퍼 마포상암점,37.5697271,126.902993,20150212 ,제7조의3제3항에따른경우,
서울특별시,마포구,20150212 ,,영업/정상,정상영업,,,,,,04053,서울특별시 마포구 와우산로29마길 12. 지층 102호 (서교동),매슬로우,37.5555522,126.926482,20150212 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150211 ,,영업/정상,정상영업,,,,,,04046,서울특별시 마포구 독막로 21 (합정동),서울베이퍼즈,37.5485874,126.915855,20150211 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150121 ,,영업/정상,정상영업,,,,,23366783,03959,서울특별시 마포구 월드컵로29길 58. 1층 (망원동),씨유 망원현대점,37.5590704,126.903113,20150121 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150114 ,,영업/정상,정상영업,,,,,23530070,04077,서울특별시 마포구 독막로20나길 21. 105호 (상수동. 래미안밤섬리베뉴Ⅱ상가),토토공인중개사사무소,37.5482696,126.915491,20150114 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150113 ,,영업/정상,정상영업,,,,,,0,서울특별시 마포구 마포대로 638. 1층 1031호 (도화동. 삼창프라자),GS25 마포영진,37.5422104,126.947784,20150113 ,제7조의3제2항에따른경우,
서울특별시,마포구,20150109 ,,영업/정상,정상영업,,,,,,0,서울특별시 마포구 독막로 2481 (대흥동),굿잡,37.5463112,126.94105,20150109 ,제7조의3제2항에따른경우,
