업종,시설명(업소),주소,흡연실 개소수,위도,경도
체육시설업,ABC 당구장,서울특별시 중랑구 망우로30길 30,1,37.5920504377071,127.074811597547
체육시설업,웰컴 당구장,서울특별시 중랑구 면목로 361,1,37.5843418191467,127.088244558838
체육시설업,드림 당구클럽,서울특별시 중랑구 면목로 419,1,37.5893716462554,127.086982040873
체육시설업,캐롬학당,서울특별시 중랑구 동일로 905,1,37.6111164065523,127.0772952912
체육시설업,호박 당구클럽,서울특별시 중랑구 중랑역로 122,1,37.6042034410394,127.077484395141
체육시설업,키노 당구장,서울특별시 중랑구 망우로 422,1,37.5993115759551,127.098975506863
체육시설업,해적 당구장,서울특별시 중랑구 동일로163길 8,1,37.6121731854979,127.076867472207
체육시설업,프로 당구장,서울특별시 중랑구 용마산로 554,1,37.6004362550004,127.100711968645
체육시설업,오성 당구장,서울특별시 중랑구 봉우재로 195,1,37.5946510732475,127.094401188603
체육시설업,떼굴떼굴,서울특별시 중랑구 봉우재로 39,1,37.5907081718842,127.077553963477
체육시설업,웹툰 당구장,서울특별시 중랑구 용마산로 414,1,37.5884111760563,127.09650367473
체육시설업,파랑 당구장,서울특별시 중랑구 봉화산로52길 58,1,37.6054254721386,127.096304362386
체육시설업,킹 당구장,서울특별시 중랑구 용마산로 426,1,37.5894287157696,127.097102815176
체육시설업,ZEN 당구클럽,서울특별시 중랑구 망우로 202,1,37.5934850257791,127.075473622773
체육시설업,용 당구장,서울특별시 중랑구 사가정로 389,1,37.5809425247312,127.088039708675
체육시설업,Q 당구장,서울특별시 중랑구 망우로 204,1,37.5935229485231,127.075628447807
체육시설업,구슬모아 당구클럽,서울특별시 중랑구 망우로 291,1,37.5964485466639,127.084792605442
체육시설업,브라보 당구장,서울특별시 중랑구 동일로 607,1,37.584721017557,127.079538570699
체육시설업,드림 당구장,서울특별시 중랑구 용마산로 328,1,37.5810577406108,127.093572178923
체육시설업,B1 당구클럽,서울특별시 중랑구 봉화산로56길 77,1,37.6052451296632,127.098012147067
체육시설업,당돌이 당구장,서울특별시 중랑구 용마산로 440,1,37.5904300968938,127.097626428921
체육시설업,한큐당구장,서울특별시 중랑구 면목로37길 5,1,37.5788540530237,127.085794244725
체육시설업,FUll 당구장,서울특별시 중랑구 겸재로 264,1,37.5901446401594,127.096778447462
체육시설업,캐롬스팟,서울특별시 중랑구 용마산로 493,1,37.5950099588825,127.099530426804
체육시설업,빌킬,서울특별시 중랑구 면목로 289,1,37.5787332220958,127.086052334811
체육시설업,ICE PLANET(아이스 플래닛),서울특별시 중랑구 상봉중앙로 45,1,37.6011171914951,127.08704644624
체육시설업,로얄스포츠센타,서울특별시 중랑구 망우로 247,1,37.5953217946712,127.079577141932
체육시설업,중곡 스포렉스,서울특별시 중랑구 면목로23길 20,1,37.5748917275114,127.083439043719
체육시설업,면일체육문화센터,서울특별시 중랑구 용마산로100길 13,1,37.5920415995378,127.099794712349
